ID,author_year,country,cohort_name,cohort_abbrev,study_design,estimateType,analysis_type,temporality,exposure_characteristic,exposure_dx_class,outcome_characteristic,outcome_dx_class,dx_pair,exposure_modified_label,outcome_modified_label,pair,mood_anx_unadj,mood_anx_adj,bi3_ago_unadj,bi3_ago_adj,bi3_ocd_unadj,bi3_ocd_adj,bi3_gad_unadj,bi3_gad_adj,bi3_pd_unadj,bi3_pd_adj,bi3_pts_unadj,bi3_pts_adj,bi3_so_unadj,bi3_so_adj,bi3_sp_unadj,bi3_sp_adj,bi3_anx_unadj,bi3_anx_adj,dep_ocd_unadj,dep_ocd_adj,dep_gad_unadj,dep_gad_adj,dep_pds_unadj,dep_pds_adj,dep_pts_unadj,dep_pts_adj,dep_so_unadj,dep_so_adj,dep_sp_unadj,dep_sp_adj,dep_anx_unadj,dep_anx_adj,dep_ago_unadj,dep_ago_adj,dys_ago_unadj,dys_ago_adj,dys_ocd_unadj,dys_ocd_adj,dys_gad_unadj,dys_gad_adj,dys_pds_unadj,dys_pds_adj,dys_pts_unadj,dys_pts_adj,dys_so_unadj,dys_so_adj,dys_sp_unadj,dys_sp_adj,dys_anx_unadj,dys_anx_adj,mood_gad_unadj,mood_gad_adj,mood_so_unadj,mood_so_adj,mood_sp_unadj,mood_sp_adj,type1,UnadjRate1,UnadjLowerCI1,UnadjUpperCI1,PValue_Unadjusted,type2,AdjRate1,AdjLowerCI1,AdjUpperCI1,PValue_Adjusted,type3,a,c,b,d
31,"Hasin et al, 2005",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,panic with agoraphobia-MDD,panic with agoraphobia,depression,panic disorder-depression,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.95,3.49,4.46,,Overall,3.23,2.82,3.69,,,,,,
31,"Hasin et al, 2005",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,social phobia-MDD,social phobia,depression,social phobia-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.8,3.3,4.3,,Overall,3.4,3,3.9,,,,,,
31,"Hasin et al, 2005",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,specific phobia-MDD,specific phobia,depression,specific phobia-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.1,2.8,3.4,,Overall,2.6,2.4,2.9,,,,,,
31,"Hasin et al, 2005",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,GAD-MDD,GAD,depression,GAD-depression,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.9,6.1,7.9,,Overall,5.7,5,6.5,,,,,,
32,"Hauffa et al, 2011",Germany,,,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,anxiety disorder,,mood disorder,PTSD-major depression,PTSD,depression,PTSD-depression,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,16,58,34,2402
33,"He et al, 2009",China,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,mood disorder,,anxiety disorder,mood disorder-anxiety disorder,mood disorder,anxiety disorder,mood disorder-anxiety disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,220,420,225,7622
33,"He et al, 2009",China,,,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,mood disorder-anxiety disorder,mood disorder,anxiety disorder,mood disorder-anxiety disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,285,560,200,7442
34,"Hecht et al, 1990",Germany,The Munich Follow-up Study (MFS),MFS,prospective cohort,crude estimate,2 X 2 table,period-prevalence,6-month,anxiety disorder,6-month,mood disorder,anxiety disorder-mood disorder,anxiety disorder,mood disorder,anxiety disorder-mood disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9,16,21,437
35,"Hek et al, 2011",Netherlands,The Rotterdam Study,The Rotterdam Study,prospective cohort,odds ratios,logistic regression,period-prevalence,1-month,anxiety disorder,1-month,mood disorder,anxiety disorder-mood disorder,anxiety disorder,mood disorder,anxiety disorder-mood disorder,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7,5.2,9.5,,,,,,
35,"Hek et al, 2011",Netherlands,The Rotterdam Study,The Rotterdam Study,prospective cohort,odds ratios,logistic regression,period-prevalence,1-month,anxiety disorder,1-month,mood disorder,GAD-mood disorder,GAD,mood disorder,GAD-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,Overall,22.1,14.6,33.5,,,,,,
35,"Hek et al, 2011",Netherlands,The Rotterdam Study,The Rotterdam Study,prospective cohort,odds ratios,logistic regression,period-prevalence,1-month,anxiety disorder,1-month,mood disorder,agoraphobia-mood disorder,agoraphobia,mood disorder,agoraphobia-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.4,2.8,6.8,,,,,,
37,"Jeon et al, 2007",South Korea,The Korean Epidemiologic Catchment Area (KECA),KECA,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,PTSD-mood disorder,PTSD,mood disorder,PTSD-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.5,3,10.1,,,,,,
37,"Jeon et al, 2007",South Korea,The Korean Epidemiologic Catchment Area (KECA),KECA,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,PTSD-MDD,PTSD,depression,PTSD-depression,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.1,2.6,10.1,,,,,,
40,"Chou , 2009",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-social phobia,bipolar disorder,social phobia,bipolar disorder-social phobia,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.01,1.15,3.53,,,,,,
40,"Chou , 2009",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,Overall,1.11,0.73,1.69,,,,,,
40,"Chou , 2009",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-social phobia,bipolar disorder,social phobia,bipolar disorder-social phobia,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,1.5,0.93,2.44,,,,,,
41,"Chou , 2010",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-panic disorder,dysthymia,panic disorder,dysthymia-panic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,Overall,2.09,0.99,4.4,,,,,,
41,"Chou , 2010",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-panic disorder,dysthymia,panic disorder,dysthymia-panic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,Overall,1.3,0.83,2.03,,,,,,
42,"Choy et al, 2007",USA,The National Comorbidity Survey (NCS),NCS,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-specific phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.2,3.6,5,,Overall,1.9,1.6,2.4,,,,,,
43,"Chuan et al, 2008",Singapore,The National Mental Health Survey of the Elderly (NMHS-E),NMHS-E,cross-sectional,odds ratios,logistic regression,period-prevalence,,anxiety disorder,,mood disorder,anxiety-depression,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,18.4,10.2,33.2,,Overall,4,3,56,1029
44,"Copeland et al, 2013",USA,,"GSMS, CCC, DICS","prospective cohort, cross-sectional",odds ratios,logistic regression,period-prevalence,3-month,mood disorder,3-month,anxiety disorder,mood disorder-GAD,mood disorder,GAD,mood disorder-GAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,Overall,54.1,33.9,86.3,,Overall,37.9,7.9,80.5,,,,,,
44,"Copeland et al, 2013",USA,,"GSMS, CCC, DICS","prospective cohort, cross-sectional",odds ratios,logistic regression,period-prevalence,3-month,mood disorder,3-month,anxiety disorder,mood disorder-social phobia,mood disorder,social phobia,mood disorder-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,Overall,20.7,10.8,39.8,,Overall,9.9,4.3,22.9,,,,,,
44,"Copeland et al, 2013",USA,,"GSMS, CCC, DICS","prospective cohort, cross-sectional",odds ratios,logistic regression,period-prevalence,3-month,mood disorder,3-month,anxiety disorder,mood disorder-separation anxiety disorder,mood disorder,SAD,mood disorder-SAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.5,4.6,12.2,,Overall,1.4,0.6,3.2,,,,,,
45,"Corna et al, 2007",Canada,The Canadian Community Health Survey-Mental Health and Well-Being (CCHS),CCHS 1.2,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,panic disorder-major depression,panic disorder,depression,panic disorder-depression,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,19.33,7.76,48.14,,Overall,5.42,1.61,18.27,,,,,,
46,"Coyne et al, 1994",USA,,,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,anxiety disorder-MDD,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,25,77,33,291
47,"Cyranowski et al, 2012",USA,The Study of Women's Health across the Nation Mental Health Study (SWAN-MHS),SWAN-MHS,prospective cohort,crude estimate,2 X 2 table,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,anxiety disorder-MDD,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,98,127,203,487
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.39,5.05,10.82,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,4.32,2.65,7.04,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-simple phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.01,2.95,5.45,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.07,3.99,6.42,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,8.32,6.74,10.28,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9.03,5.33,15.29,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.68,4.64,6.94,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-panic disorder,dysthymia,panic disorder,dysthymia-panic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Overall,6.61,4.67,9.33,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-agoraphobia,dysthymia,agoraphobia,dysthymia-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,Overall,5.95,1.61,22.05,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-simple phobia,dysthymia,specific phobia,dysthymia-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,Overall,4.47,3.48,5.75,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,Overall,7.45,5.25,10.59,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-GAD,dysthymia,GAD,dysthymia-GAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Overall,9.69,5.58,16.83,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-OCD,dysthymia,OCD,dysthymia-OCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Overall,9.52,5.55,16.32,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-anxiety disorder,dysthymia,anxiety disorder,dysthymia-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Overall,6.79,4.94,9.35,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-panic disorder,bipolar disorder,panic disorder,bipolar disorder-panic disorder,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.21,4.78,10.89,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-agoraphobia,bipolar disorder,agoraphobia,bipolar disorder-agoraphobia,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.41,1.96,14.91,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-simple phobia,bipolar disorder,specific phobia,bipolar disorder-specific phobia,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.38,3.76,10.82,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-social phobia,bipolar disorder,social phobia,bipolar disorder-social phobia,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,8.2,5.85,11.48,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-GAD,bipolar disorder,GAD,bipolar disorder-GAD,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,8.22,3.25,20.78,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-OCD,bipolar disorder,OCD,bipolar disorder-OCD,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,16.39,8.92,30.12,,,,,,,,,,,
48,"de Graaf et al, 2003",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-anxiety disorder,bipolar disorder,anxiety disorder,bipolar disorder-anxiety disorder,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,11.51,7.8,16.99,,,,,,,,,,,
49,"Essau , 2003",Germany,Bremer Jugendstudie (BJS),BJS,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,anxiety disorder-mood disorder,anxiety disorder,mood disorder,anxiety disorder-mood disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.44,1.69,3.5,,,,,,,,,,,
49,"Essau , 2003",Germany,Bremer Jugendstudie (BJS),BJS,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,anxiety disorder-major depression,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.46,1.67,3.64,,,,,,,,,,,
49,"Essau , 2003",Germany,Bremer Jugendstudie (BJS),BJS,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,anxiety disorder-dysthymic disorder,anxiety disorder,dysthymia,anxiety disorder-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Overall,1.57,0.86,2.9,,,,,,,,,,,
51,"Fineberg et al, 2013",Switzerland,The Zurich Cohort Study,Zurich study,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,OCD-bipolar disorder,OCD,bipolar disorder,OCD-bipolar disorder,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.27,1.95,9.36,,,,,,,,,,,
51,"Fineberg et al, 2013",Switzerland,The Zurich Cohort Study,Zurich study,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,OCD-unipolar depression,OCD,depression,OCD-depression,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,1.22,0.48,3.1,,,,,,,,,,,
53,"Douglass et al, 1995",New Zealand,The Dunedin Multidisciplinary Health and Development Study (DMHDS),DMHDS,prospective cohort,crude estimate,2 X 2 table,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDE-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,23,14,135,758
53,"Douglass et al, 1995",New Zealand,The Dunedin Multidisciplinary Health and Development Study (DMHDS),DMHDS,prospective cohort,crude estimate,2 X 2 table,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-OCD,dysthymia,OCD,dysthymia-OCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9,28,18,875
55,"Fung et al, 2017",Hong Kong,Hong Kong Mental Morbidity Survey (HKMMS),HKMMS,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,anxiety disorder-mood disorder,anxiety disorder,mood disorder,anxiety disorder-mood disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,25,20,93,1018
56,"Chen & Dilsaver, 1995",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,panic disorder-bipolar disorder,panic disorder,bipolar disorder,panic disorder-bipolar disorder,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,19,,,0.0001,,,,,
56,"Chen & Dilsaver, 1995",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,panic disorder-unipolar depression,panic disorder,depression,panic disorder-depression,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,10.8,,,0.0001,,,,,
57,"Grant et al, 2005",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,social phobia-mood disorder,social phobia,mood disorder,social phobia-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,Overall,6,5.06,7.14,,,,,,
57,"Grant et al, 2005",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,social phobia-dysthymic ,social phobia,dysthymia,social phobia-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,Overall,4.9,3.57,6.65,,,,,,
57,"Grant et al, 2005",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,social phobia-bipolar II disorder,social phobia,bipolar II,social phobia-bipolar II,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.1,2.05,4.67,,,,,,
58,"Grant et al, 2005",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar I disorder-anxiety disorder,bipolar I,anxiety disorder,bipolar I-anxiety disorder,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,8.2,7,9.7,,Overall,7.1,6,8.4,,,,,,
